PreferredSponsors,Gender,Country,Degree,Sign Up Date,city,isFromSocialMedia
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,High School Student,2023-03-03T03:47:57.258Z,Fazalpur,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-13T17:54:32.290Z,Thiruvananthapuram,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Cameroon,Not in Education,2023-06-13T04:10:45.478Z,Litoral,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-06-16T09:57:33.191Z,Lagos,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-08-31T00:56:39.232Z,Abeokuta,False
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Jamaica,High School Student,2022-10-16T12:52:15.054Z,May Pen,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-02-24T02:06:26.735Z,Anantapur,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-02T04:33:02.181Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-07-07T05:18:22.343Z,Nellore,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-02-26T19:17:04.070Z,Abuja,False
"[""GlobalShala"",""Grant Thornton China"",""Excelerate""]",Male,United States,Undergraduate Student,2022-12-01T21:15:09.762Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,2023-06-15T16:19:57.375Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-07-11T00:28:46.586Z,Karu,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2022-08-25T18:34:53.385Z,Bariga,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-06-15T15:01:04.945Z,Nankana Sahib,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Hong Kong,Undergraduate Student,2022-08-25T16:39:35.605Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,2023-09-30T04:50:49.412Z,Bangalore,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,2023-06-14T16:30:13.280Z,Assiut,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-04-09T05:47:32.370Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-08-25T13:42:34.616Z,kharda,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-08-05T14:06:55.255Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-16T19:14:22.529Z,Gorakhpur,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-07-11T02:41:39.030Z,Muzaffarnagar,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,2023-06-26T06:11:51.565Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-06-16T15:07:31.396Z,Festac Town,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-03-19T11:13:39.398Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-06-05T14:30:20.972Z,port harcourt,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,Undergraduate Student,2023-01-10T23:00:58.360Z,Chicago,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-07-06T12:54:48.104Z,Noida,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-23T12:00:21.610Z,Kolkata,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-06-16T14:59:17.072Z,Okara,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-07-31T17:25:08.810Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-05-07T04:39:06.683Z,Janjgir Champa,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,2023-08-03T02:55:13.135Z,Karnataka,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ethiopia,Undergraduate Student,2023-06-16T04:20:33.904Z,Hyderabad,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United States,Graduate Program Student,2023-01-20T20:46:58.880Z,Saint Louis,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-07-25T12:51:26.199Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-07-22T19:12:31.781Z,Karachi,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nepal,Graduate Program Student,2023-03-31T07:22:05.024Z,Khajura,False
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,2023-02-07T14:42:07.294Z,Kolkata,False
"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,Nepal,Not in Education,2022-12-21T08:39:14.861Z,Tadi,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,2023-08-30T17:08:59.204Z,Huntsville,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-08-12T13:44:17.755Z,Ibadan,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,2023-06-14T01:35:08.456Z,Hyderabad,False
"[""Illinois Institute of Technology""]",Female,United States,Undergraduate Student,2023-03-29T18:35:15.401Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-13T15:51:48.941Z,Chennai,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-08-11T01:09:07.111Z,Hyderabad,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Jordan,Not in Education,2022-09-28T17:34:08.519Z,New Zarqa,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-01T14:52:40.090Z,Kashipur,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-03-28T15:26:51.567Z,Palakkad,True
"[""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-04-29T08:49:49.133Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Aland Islands,Undergraduate Student,2023-06-07T04:10:04.852Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,2023-06-15T22:09:33.003Z,Ibadan,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-07-11T06:20:04.968Z,Guna,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-08-07T17:33:50.989Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-09-25T05:49:38.184Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-03-09T15:55:57.030Z,Hyderabad,False
"[""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-05-14T10:07:39.465Z,NaviMumbai,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-03-25T14:41:56.720Z,Ghaziabad loni,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,2023-10-26T23:07:25.204Z,Ife,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Undergraduate Student,2023-05-09T02:12:12.321Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United Arab Emirates,Undergraduate Student,2023-07-07T06:04:44.362Z,Dubai,False
"[""Saint Louis University""]",Female,United States,Undergraduate Student,2023-06-29T12:33:45.477Z,Springfield,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-09-26T12:05:16.707Z,Dharmavaram,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,2023-06-15T09:49:45.069Z,Owo,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-08-14T10:18:34.910Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Iraq,Undergraduate Student,2023-04-03T02:41:29.923Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-03-03T10:37:21.298Z,New Delhi,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-02-27T15:52:35.345Z,Nalgonda,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,2022-09-21T06:18:41.526Z,EVANSTON,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,2023-07-08T08:09:37.597Z,katsina state,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,2023-07-07T23:16:07.831Z,Enugu,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,2023-06-14T01:18:19.446Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,2023-07-25T00:42:36.224Z,Ibadan,False
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,2022-10-12T17:23:38.688Z,Hyderabad,False
"[""Saint Louis University""]",Male,United States,Graduate Program Student,2023-08-29T05:18:39.876Z,saint louis,False
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,Pakistan,Undergraduate Student,2022-09-24T14:01:50.471Z,Hyderabad,False
"[""Saint Louis University"",""GlobalShala"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,2022-10-28T14:37:28.626Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Undergraduate Student,2023-11-12T05:47:40.108Z,Perry,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,2023-06-15T21:23:30.658Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-03-23T07:05:52.540Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,2023-03-31T09:55:37.815Z,Sagamu,True
